season,n,favorite_roi,underdog_roi
2009,21,-23.564784053156146,7.354584807344544
2010,85,-11.214117332050808,-3.625394153780655
2011,73,-1.079632150259097,-9.703951047445303
2012,62,5.511994701351316,-12.140612768912959
2013,99,4.608958726989674,-10.790513168790017
2014,93,5.351731222403454,-15.782220184349821
2015,91,9.346735179929613,-15.964011688294386
2016,93,-7.006507580317786,-0.2632209011849763
2017,104,5.570043336929217,-7.779084828083241
2018,99,-24.905720935437916,13.928134682067153
2019,96,0.09469363497331013,-9.361654950287338
2020,80,-4.115454966304658,2.4456849569485026
2021,97,2.227727424145212,-12.381456178551902
2022,108,2.4275739738119717,-15.868487778228262
2023,144,-4.420734970521888,-6.555995288663524
2024,89,-1.4530280384905976,-5.832187186604372
2025,91,5.81748442891812,-11.856341681396394
