season,n,favorite_roi,underdog_roi
2009,26,-11.27917598689474,-7.63407732402189
2010,84,9.25810345835567,-20.565838672074207
2011,79,-20.264838445595554,7.434752332821655
2012,65,-10.359259922753443,-6.916940034833202
2013,79,13.722058873309765,-25.045546303926088
2014,91,-20.59882800054318,12.33077286987796
2015,75,-4.507963553075761,-1.7606818259615555
2016,83,11.657523608894607,1.4375401217900723
2017,105,-12.585517366295825,9.93706571943172
2018,87,14.962065727751847,-21.43209221905255
2019,87,-12.586188518216126,6.401049332904582
2020,66,3.965710639682512,-19.6932437678302
2021,78,-2.185798239487969,-7.593878924889791
2022,84,-9.952829144477015,-0.05061644207753822
2023,93,0.7028403663936249,-6.059322383679189
2024,74,-10.77410031468888,-1.803559001814925
2025,94,-6.058241664759552,-9.851319203928368
