season,n,favorite_roi,underdog_roi
2009,24,-2.437969751842418,-21.875
2010,75,-11.399389130117523,12.65333333333333
2011,83,-10.49000033845693,6.746987951807229
2012,76,-11.199707047062924,1.6437246963562746
2013,79,5.991363902181418,-45.7833658992439
2014,77,-13.822098025708302,13.494838494838495
2015,92,4.31754988639994,-15.703131621323841
2016,92,0.7184803173997535,-3.0659232072275557
2017,91,-10.690988546179229,17.968406593406595
2018,91,0.12147059594692058,-30.572778832203273
2019,99,-6.5272407933266745,8.682364954977166
2020,58,6.680465695054448,-11.53362614085911
2021,96,5.87627353103266,-22.491399930995293
2022,77,-17.058214792071976,17.311373980461546
2023,81,-0.4347666637752971,2.3973185446287517
2024,74,-18.50018151467926,14.630072794082647
2025,70,1.990604780063766,-22.49827154162636
