season,n,favorite_roi,underdog_roi
2009,23,-13.303751605602814,43.12937433722163
2010,51,-2.450062973481804,-25.213972967827907
2011,51,-3.607976158687367,6.686274509803922
2012,30,-3.734061542630481,-13.600000000000003
2013,50,-1.2994508280185229,-23.339999999999996
2014,50,-1.458741236776672,-31.22
2015,45,9.68983458146631,-92.55555555555556
2016,48,-0.3121609347323357,-36.375
2017,36,-13.029146273006017,-1.340551181102361
2018,28,-4.106204667137637,-12.857142857142856
2019,41,1.5103274533689237,-31.4390243902439
2020,53,-12.642751717863495,71.73820754716982
2021,34,0.17951957759031936,-28.205882352941174
2022,37,-12.727746477091525,35.351351351351354
2023,16,-2.0013857682692113,-15.500000000000004
2024,48,-4.79095416348974,13.812500000000002
2025,58,-4.803092352624349,-0.5000000000000001
