season,n,favorite_roi,underdog_roi
2009,7,48.962879640044996,-8.839285714285714
2010,6,-8.510310395483431,-11.004796163069546
2011,13,-36.77283645378735,72.07249584947427
2012,14,-20.491337466366964,-8.346612079886723
2013,16,-4.314320291538411,-29.601322604513502
2014,17,9.546878328825766,1.9999999999999991
2015,12,-11.058748493059232,20.922839506172842
2016,14,2.8779365082328803,-29.140913508260446
2017,13,8.774176189094128,-26.378917378917382
2018,9,-18.998291102263227,32.33252230332522
2019,18,-23.769636017239414,11.961729584269836
2020,13,20.53515506570757,-47.23032049412315
2021,10,0.39447000721460235,0.9206896551724153
2022,13,-2.057536316092016,-13.846153846153845
2023,10,-19.400635225073007,19.900000000000002
2024,13,-30.968934914606617,61.32089212562586
2025,8,-0.9797547758623827,-37.33333333333333
