season,n,favorite_roi,underdog_roi
2009,10,24.235732715596374,-41.48798798798799
2010,12,-29.670403372616654,15.2197504137665
2011,14,-18.628986672228574,18.038521581856195
2012,7,-8.988095238095235,-0.08851882219195513
2013,14,9.731345710547856,-9.252822817102368
2014,10,0.9210746164781325,-31.377668693104933
2015,10,29.51369515086828,-43.80198900198901
2016,13,17.9772679895809,-10.702277247075271
2017,13,-22.76514426753292,11.021185885251294
2018,11,-15.272385444585476,8.123950123950124
2019,11,9.361016792306431,4.158196134574088
2020,10,33.65302933526142,-60.8888198757764
2021,12,-42.16020203631237,15.417582634332305
2022,13,-14.374835118571863,-19.079332432273606
2023,12,12.134666401410794,-36.98195077823883
2024,19,-13.519131047086155,-2.7238580669618484
2025,11,-13.896629966730192,-7.121571524403658
