season,n,favorite_roi,underdog_roi
2008,16,14.039736494826313,-31.874999999999996
2009,14,22.201846083188677,-57.64285714285714
2010,20,-34.69824597982746,66.14999999999999
2011,7,-34.39834090863734,79.71428571428572
2012,17,-16.27062889308533,16.647058823529413
2013,34,2.699387430457449,-6.352941176470586
2014,1,-100.0,170.0
2015,16,-18.170832566300575,25.687500000000004
2016,10,-70.30370836538238,113.10392156862746
2017,22,-9.255624074828482,-3.725490196078432
2018,59,1.6203136270218539,-14.576271186440678
2019,73,3.1106955057276715,-19.383561643835616
2020,37,-18.14930516656937,22.756756756756758
2021,54,8.909669810112703,-34.05555555555556
2022,70,-7.03351721227777,10.414285714285716
2023,63,-6.292127858294827,2.2063492063492065
2024,35,-6.980124564206355,3.800000000000001
2025,35,8.715350183814898,-38.25714285714285
