season,n,favorite_roi,underdog_roi
2009,33,-7.1194866369326455,9.575757575757574
2010,104,-2.2960035179431046,-14.653846153846153
2011,81,-10.41922881624895,26.469135802469136
2012,70,-2.498502181999339,-10.442857142857145
2013,74,4.4061683887939695,-49.932432432432435
2014,82,1.5508144370122996,-30.073170731707314
2015,79,4.166367054974309,-43.78481012658227
2016,74,-8.471831878816007,20.89189189189189
2017,82,-10.060519010179775,31.28048780487805
2018,73,0.8773638781707391,-34.97260273972603
2019,89,-8.178758452130218,24.337078651685392
2020,66,-12.711321033993203,54.12121212121212
2021,55,-5.635222086604787,-0.9636363636363625
2022,76,-4.35400389941845,-6.736842105263157
2023,50,-0.03888638648793741,-24.759999999999998
2024,84,-4.7021590732943235,3.7380952380952377
2025,90,-7.177537033430817,1.5666666666666658
