season,favorite_roi,underdog_roi
2009,-0.18854641903909136,0.5714285714285714
2010,0.07836657328361035,-0.6227777777777779
2011,0.04904313737159088,-0.38809523809523805
2012,-0.07399732279995393,0.13400000000000004
2013,-0.13252015349692606,0.58375
2014,-0.03775281140029532,-0.03888888888888886
2015,-0.03209976930340103,-0.15526315789473685
2016,-0.022116991658629168,-0.16659574468085106
2017,-0.1421931264141284,0.6621875
2018,0.013945197075315248,-0.4367857142857143
2019,-0.004585758158680163,-0.1635135135135135
2020,-0.14905995766369454,0.50375
2021,-0.09269037238905149,0.28583333333333333
2022,0.01279066617445996,-0.27472222222222226
2023,-0.09998940731023837,0.26636363636363636
2024,-0.06541394789124028,0.09430555555555555
2025,0.08193060938558427,-0.7163013698630137
