season,n,favorite_roi,underdog_roi
2009,34,-3.8656188217879253,-5.301672962763085
2010,97,-16.039395368819985,10.272231934433023
2011,89,-10.353880746138303,0.22464768550316613
2012,75,-10.641653387165206,3.6586554420401756
2013,94,-19.731147205448337,17.189011570637053
2014,88,10.9543448671376,-22.01800895827045
2015,91,-6.3261955007624975,-1.0079833236501838
2016,85,-7.533334602152668,1.0991223779881514
2017,85,-11.642652933828694,7.140618059521543
2018,92,-6.197813293661781,-0.986374039062433
2019,111,-16.004803790854183,10.49474548845618
2020,88,-12.595164897323837,6.35313807783999
2021,81,-1.3853148396411437,-7.104939905809035
2022,88,1.2258209089600645,-9.089683990554528
2023,105,4.640976690832657,-13.481638523769929
2024,92,-9.131810396863658,2.971365687902367
2025,72,0.06757559939904226,-11.831971871563503
