season,favorite_roi,underdog_roi
2009,-0.01748177096862893,-0.19634615384615386
2010,-0.01581938093017412,-0.14378378378378376
2011,-0.05993100331106501,0.04843373493975904
2012,-0.0404639794514914,-0.05283783783783783
2013,0.011712082956869716,-0.3379591836734694
2014,-0.03279334824669361,-0.12774390243902436
2015,-0.026592493953527193,-0.08278787878787877
2016,-0.06274103031250018,0.040070422535211266
2017,-0.09302915371708827,0.266
2018,-0.028173030982755882,-0.13396103896103895
2019,-0.06806710150829758,0.11576271186440677
2020,-0.0908580771991722,0.25021739130434784
2021,-0.0006527382798904193,-0.2802197802197802
2022,-0.05608037469834228,0.005362318840579724
2023,-0.05822843975622719,0.07607843137254902
2024,-0.006543277507784707,-0.19110344827586206
2025,-0.06024430620725957,0.01737499999999999
