season,n,favorite_roi,underdog_roi
2009,38,-3.020921800513343,-15.789473684210526
2010,90,-2.6352841291590234,-6.344444444444446
2011,107,2.9616432207105268,-26.04672897196262
2012,91,-4.1623598641721875,-3.9230769230769234
2013,112,-0.09052796676831057,-12.455357142857142
2014,98,-2.860335561653984,-1.2653061224489799
2015,103,-3.091757584028353,-7.941747572815534
2016,88,1.021072196482477,-20.852272727272727
2017,100,-12.230248626077783,16.92
2018,92,2.0828639932373516,-18.98913043478261
2019,87,3.189754688824416,-28.5632183908046
2020,76,-5.268791737067013,-0.03947368421052722
2021,68,8.351947048238912,-40.42647058823529
2022,86,-14.860662064569802,28.58139534883721
2023,104,-3.932378233797814,-1.7884615384615383
2024,76,-10.395629711697566,17.236842105263158
2025,76,1.2191973812099652,-18.31578947368421
