season,favorite_roi,underdog_roi
2009,-0.16129402963631473,0.0912945767998185
2010,0.010996171182970874,-0.10870327596203773
2011,-0.09405130052273898,0.02096906875139905
2012,-0.05816540133058441,-0.0085117046793982
2013,0.01921709176010638,-0.13728507017258035
2014,0.06469393975092155,-0.18328734819645695
2015,0.03214998693136351,-0.13740558018304147
2016,-0.04764307646695331,-0.047752197696095906
2017,-0.0381552677321688,-0.04173728289493038
2018,-0.09304562865520276,0.026106342585771214
2019,-0.12761141260935085,0.06223633734142343
2020,-0.007310945745576878,-0.07611583361924351
2021,0.03307811520881953,-0.13222517739699297
2022,-0.010662770025558885,-0.06634812901992976
2023,-0.010902536168784477,-0.07744099113968604
2024,-0.01963558069244763,-0.05538905073047084
2025,0.0021267342054521756,-0.07783746562050387
