season,favorite_roi,underdog_roi
2009,0.10087969548670464,-0.3290140845070422
2010,-0.07929532426496468,0.033761061946902655
2011,-0.04395016359811265,-0.039068627450980394
2012,-0.10002745550980525,0.06725806451612903
2013,0.026798826029289964,-0.17626609442060087
2014,-0.08280204272016999,0.030396039603960385
2015,-0.06597768579685748,0.02177339901477832
2016,-0.019292815496477225,-0.09490384615384616
2017,-0.05503615259803113,-0.019028340080971658
2018,-0.02912384660062653,-0.05090534979423868
2019,0.01981087701396162,-0.16158878504672897
2020,-0.01810276798005645,-0.08476190476190476
2021,0.0038811255433229747,-0.1129050279329609
2022,-0.019715124713638888,-0.06289719626168225
2023,-0.032371206240211864,-0.05481781376518219
2024,-0.0814466312021679,0.04468599033816425
2025,-0.11944543613610363,0.1178238341968912
