season,favorite_roi,underdog_roi
2009,-0.02883250536116877,-0.0817568142781694
2010,-0.04970363846712063,-0.04781164551490998
2011,-0.12948921558945417,0.043564327683225074
2012,-0.12843798380239071,0.05903508715516439
2013,-0.094778875458767,0.03255218862306906
2014,-0.043394183121262864,-0.044007161334158315
2015,0.0025490990608564206,-0.09081325569056659
2016,-0.0033651621519642533,-0.07681940477323664
2017,-0.06638740411130885,0.0024082283726535774
2018,-0.03642813668939887,-0.037345286933483074
2019,-0.10124167595668757,0.032295647048008615
2020,-0.12303280573333841,0.05646369019742418
2021,-0.05490319895310331,-0.013151054679996341
2022,-0.030115683068979014,-0.03640568285675895
2023,0.027441447641879904,-0.12186513347166217
2024,-0.019477313000167657,-0.045930649172240795
2025,-0.0029966540656998606,-0.11077331772797816
