season,n,favorite_roi,underdog_roi
2009,43,-27.926197567004202,22.342779229533527
2010,144,-4.203640810879651,-10.364267676767676
2011,175,-12.669399485398609,-3.355459802192888
2012,181,-7.820296408046704,-6.713831684438921
2013,77,6.4813939377425065,-21.225501770956317
2014,157,-1.2194744190153857,-6.388534506823704
2015,124,-10.814695103831387,4.790432030752242
2016,184,-7.998597574362155,-1.0266945502758358
2017,137,-10.050743750340088,3.4878091662449595
2018,161,2.7531071032529972,-13.427179567479167
2019,180,-9.752329815431542,2.9228798598942882
2020,146,-15.13241145777206,11.291580640777205
2021,65,0.4484916639242929,-11.654405845558527
2022,110,-10.902322168314765,9.489160322131859
2023,141,-2.406859130424941,-8.62279603680516
2024,158,-7.066735429110563,-1.9909267808766444
2025,152,11.934429770110329,-24.79609209639044
