season,n,favorite_roi,underdog_roi
2009,16,-1.652,-14.117
2010,47,-18.638,14.176
2011,24,4.792,-29.962
2012,26,-26.161,19.202
2013,28,1.805,-7.317
2014,54,8.137,-18.753
2015,55,-1.820,-14.846
2016,18,2.106,-12.500
2017,43,-6.742,0.167
2018,50,-0.700,-10.872
2019,36,-16.171,16.545
2020,28,-22.903,27.036
2021,61,-2.897,-1.179
2022,82,-1.192,-10.317
2023,60,9.742,-21.883
2024,40,6.641,-25.500
2025,50,-5.531,-7.500
