season,n,favorite_roi,underdog_roi
2009,27,-26.814311374768373,1.879102995465962
2010,109,-15.564104755893538,6.526281722873481
2011,85,-8.465280650998961,-8.800218857655654
2012,100,-19.84605208097228,8.243360168791511
2013,56,-9.626467428551596,-9.031828745124953
2014,95,-2.110512737558337,-7.334622314080801
2015,93,-13.322583771740701,6.191887282407106
2016,102,-1.9403416683456836,-9.953146870929059
2017,104,-0.9760787666953362,-7.566321986041373
2018,108,0.005693003465782013,-10.725726976509808
2019,104,-4.922180897113318,-4.73468936697771
2020,97,-20.130987487466374,11.14816906143635
2021,61,-4.16915769467303,-1.0859353184628413
2022,95,9.991898512460757,-18.97623387840437
2023,120,-4.835120900208731,-4.684262551993488
2024,111,-0.6798032777870965,-8.901951006740308
2025,123,-9.081621468539106,1.273458095145759
