season,n,favorite_roi,underdog_roi
2009,31,-7.652974988567675,-4.7441940948252315
2010,102,3.132342051397675,-27.15686274509804
2011,98,-8.014566451917075,-5.908163265306123
2012,99,-8.6321063190524,-4.313131313131315
2013,51,10.04274956757934,-34.84313725490196
2014,106,-17.430872170349684,17.395368782161235
2015,87,-16.404516587214104,13.464156843077552
2016,94,-19.8843599527968,21.237082066869302
2017,98,1.803892904807933,-14.112244897959183
2018,96,3.3644542496146594,-19.583333333333332
2019,113,-11.815087363243958,9.26849223576557
2020,76,-1.0703691320129898,-8.907894736842104
2021,69,-3.6732386650263877,-1.155060681041593
2022,101,-3.3437880952330232,0.38652688798291596
2023,104,-1.5631703504266625,-5.645781684321238
2024,121,-1.3096448867661505,-14.287647793576646
2025,124,-4.42235068879883,-7.195303750384438
