season,n,favorite_roi,underdog_roi
2009,10,-9.191697573618123,-12.900729927007298
2010,4,-22.486772486772487,14.499999999999996
2011,3,-100.0,142.0
2012,3,-49.029982363315696,71.0
2013,10,45.7520767578084,-80.0
2014,7,-35.58874030273857,55.714285714285715
2015,10,25.093563028571907,-71.50000000000001
2016,2,-19.51219512195122,25.0
2017,3,-6.623931623931623,0.0
2018,7,-12.386423025755333,11.571428571428573
2019,2,29.48866315202949,-100.0
2020,7,0.14572433790212003,-1.5714285714285698
2021,16,-14.280077436500111,12.874999999999998
2022,31,-2.0682970250483916,-3.8709677419354835
2023,14,1.8762102689160243,-11.642857142857142
2024,11,-18.399930600613988,14.363636363636367
2025,9,-23.685284383008565,13.111111111111112
