season,n,favorite_roi,underdog_roi
2009,14,19.452,-53.571
2010,45,-17.802,13.356
2011,23,-1.923,-17.304
2012,25,-0.932,-16.000
2013,34,-12.364,-0.000
2014,48,-11.151,6.500
2015,55,3.306,-22.236
2016,15,27.126,-61.667
2017,42,-7.289,-9.905
2018,47,4.759,-26.128
2019,29,-0.981,-16.759
2020,27,-13.726,6.074
2021,63,11.813,-42.952
2022,85,1.329,-14.341
2023,57,-3.271,-11.807
2024,47,0.032,-20.809
2025,45,-7.082,-7.022
