season,n,favorite_roi,underdog_roi
2009,4,5.006,-12.500
2010,4,13.228,-34.250
2011,2,-100.000,212.500
2012,2,28.986,-100.000
2013,11,1.629,-27.273
2014,5,32.182,-100.000
2015,9,0.554,-22.222
2016,2,37.510,-100.000
2017,4,-3.508,-18.750
2018,11,-62.358,147.636
2019,3,22.995,-100.000
2020,7,26.558,-100.000
2021,13,-20.253,32.462
2022,23,-6.391,4.913
2023,12,-5.895,-4.167
2024,7,5.082,-46.857
2025,3,-18.429,23.667
