season,n,favorite_roi,underdog_roi
2009,4,5.00602161442652,-12.5
2010,4,13.227513227513226,-34.25
2011,2,-100.0,212.5
2012,2,28.985507246376812,-100.0
2013,11,1.6286323721295106,-27.27272727272727
2014,5,32.181759585193056,-100.0
2015,9,0.554209185170847,-22.22222222222222
2016,2,37.51005352636104,-100.0
2017,4,-3.507594268967092,-18.75
2018,11,-62.358133669609074,147.63636363636363
2019,3,22.995169082125607,-100.0
2020,7,26.55826827321387,-100.0
2021,13,-20.252707836921516,32.46153846153846
2022,23,-6.390809408113047,4.913043478260869
2023,12,-5.894660995657819,-4.166666666666666
2024,7,5.082367768080692,-46.857142857142854
2025,3,-18.429148304051964,23.666666666666668
