season,n,favorite_roi,underdog_roi
2009,31,-7.653,-4.744
2010,102,3.132,-27.157
2011,98,-8.015,-5.908
2012,99,-8.632,-4.313
2013,51,10.043,-34.843
2014,106,-17.431,17.395
2015,87,-16.405,13.464
2016,94,-19.884,21.237
2017,98,1.804,-14.112
2018,96,3.364,-19.583
2019,113,-11.815,9.268
2020,76,-1.070,-8.908
2021,69,-3.673,-1.155
2022,101,-3.344,0.387
2023,104,-1.563,-5.646
2024,121,-1.310,-14.288
2025,124,-4.422,-7.195
