date,season_type,neutral,team_1,team_2,points_1,points_2,moneylines,game_url
24 Sep 2025,Regular,0,Baltimore Orioles,Tampa Bay Rays,2,6,"[(-125, 100), (-125, -105), (-125, 104), (-116, 106), (-120, 100), (-116, 102)]",https://www.oddsportal.com/baseball/usa/mlb-2025/baltimore-orioles-tampa-bay-rays-bPX81KRj/
24 Sep 2025,Regular,0,San Diego Padres,Milwaukee Brewers,1,3,"[(-141, 114), (-147, 110), (-149, 125), (-139, 127), (-143, 120), (-135, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2025/san-diego-padres-milwaukee-brewers-djvClvm9/
24 Sep 2025,Regular,0,Atlanta Braves,Washington Nationals,3,4,"[(-200, 154), (-208, 150), (-189, 160), (-185, 169), (-189, 160), (-189, 165)]",https://www.oddsportal.com/baseball/usa/mlb-2025/atlanta-braves-washington-nationals-ADvfPNJc/
23 Sep 2025,Regular,0,Athletics,Houston Astros,5,1,"[(-118, -110), (-118, -111), (-115, -105), (-106, -102), (-110, -110), (-111, -101)]",https://www.oddsportal.com/baseball/usa/mlb-2025/athletics-houston-astros-C4Xff3KN/
23 Sep 2025,Regular,0,San Francisco Giants,St.Louis Cardinals,8,9,"[(-213, 165), (-222, 160), (-200, 165), (-200, 181), (-200, 165), (-196, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2025/san-francisco-giants-st-louis-cardinals-Or1DCpzh/
23 Sep 2025,Regular,0,Arizona Diamondbacks,Los Angeles Dodgers,5,4,"[(135, -167), (129, -182), (140, -164), (149, -164), (140, -169), (139, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2025/arizona-diamondbacks-los-angeles-dodgers-GxvndPkB/
23 Sep 2025,Regular,0,San Diego Padres,Milwaukee Brewers,7,0,"[(104, -133), (100, -128), (110, -130), (110, -122), (110, -130), (110, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2025/san-diego-padres-milwaukee-brewers-AaaLAO44/
23 Sep 2025,Regular,0,Seattle Mariners,Colorado Rockies,4,3,"[(-333, 240), (-357, 245), (-303, 245), (-303, 261), (-303, 240), (-270, 229)]",https://www.oddsportal.com/baseball/usa/mlb-2025/seattle-mariners-colorado-rockies-rmOQlsro/
23 Sep 2025,Regular,0,Los Angeles Angels,Kansas City Royals,4,8,"[(140, -175), (129, -172), (140, -164), (145, -159), (140, -167), (140, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2025/los-angeles-angels-kansas-city-royals-rPuvboLb/
23 Sep 2025,Regular,0,Texas Rangers,Minnesota Twins,1,4,"[(-149, 120), (-154, 114), (-141, 120), (-139, 125), (-143, 120), (-137, 122)]",https://www.oddsportal.com/baseball/usa/mlb-2025/texas-rangers-minnesota-twins-lQnVa7jn/
23 Sep 2025,Regular,0,Chicago Cubs,New York Mets,7,9,"[(-110, -110), (-114, -114), (-110, -110), (-109, -101), (-110, -110), (-106, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/chicago-cubs-new-york-mets-OpWJhjqJ/
23 Sep 2025,Regular,0,Atlanta Braves,Washington Nationals,3,2,"[(-213, 165), (-208, 154), (-200, 165), (-185, 167), (-208, 170), (-192, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2025/atlanta-braves-washington-nationals-lh92bfFs/
23 Sep 2025,Regular,0,Toronto Blue Jays,Boston Red Sox,1,4,"[(-161, 129), (-167, 125), (-159, 135), (-149, 137), (-161, 135), (-152, 134)]",https://www.oddsportal.com/baseball/usa/mlb-2025/toronto-blue-jays-boston-red-sox-8IPdTb1E/
23 Sep 2025,Regular,0,New York Yankees,Chicago White Sox,3,2,"[(-250, 195), (-263, 195), (-238, 195), (-222, 200), (-250, 200), (-233, 200)]",https://www.oddsportal.com/baseball/usa/mlb-2025/new-york-yankees-chicago-white-sox-2VsBfCE6/
23 Sep 2025,Regular,0,Philadelphia Phillies,Miami Marlins,5,6,"[(-213, 165), (-233, 165), (-208, 175), (-200, 181), (-222, 179), (-196, 175)]",https://www.oddsportal.com/baseball/usa/mlb-2025/philadelphia-phillies-miami-marlins-f5v3dYqf/
23 Sep 2025,Regular,0,Cincinnati Reds,Pittsburgh Pirates,2,4,"[(-175, 140), (-182, 135), (-179, 150), (-167, 152), (-179, 150), (-169, 149)]",https://www.oddsportal.com/baseball/usa/mlb-2025/cincinnati-reds-pittsburgh-pirates-xEuptDaD/
23 Sep 2025,Regular,0,Cleveland Guardians,Detroit Tigers,5,2,"[(129, -161), (125, -167), (135, -159), (138, -154), (135, -161), (140, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2025/cleveland-guardians-detroit-tigers-UmxxrZU0/
23 Sep 2025,Regular,0,Baltimore Orioles,Tampa Bay Rays,6,0,"[(-110, -118), (-111, -118), (-110, -110), (-109, 100), (-110, -110), (-106, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/baltimore-orioles-tampa-bay-rays-hMNW3GiK/
22 Sep 2025,Regular,0,San Francisco Giants,St.Louis Cardinals,5,6,"[(-154, 125), (-154, 114), (-154, 129), (-145, 131), (-149, 125), (-141, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/san-francisco-giants-st-louis-cardinals-vJcckHxR/
22 Sep 2025,Regular,0,San Diego Padres,Milwaukee Brewers,5,4,"[(-110, -110), (-114, -118), (-110, -110), (-104, -104), (-105, -115), (-114, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2025/san-diego-padres-milwaukee-brewers-8YmTqe0l/
22 Sep 2025,Regular,0,Atlanta Braves,Washington Nationals,11,5,"[(-303, 215), (-333, 220), (-278, 229), (-263, 229), (-278, 225), (-270, 235)]",https://www.oddsportal.com/baseball/usa/mlb-2025/atlanta-braves-washington-nationals-ri4liw8E/
21 Sep 2025,Regular,0,Tampa Bay Rays,Boston Red Sox,7,3,"[(104, -133), (100, -133), (110, -130), (112, -122), (110, -130), (110, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2025/tampa-bay-rays-boston-red-sox-StPw4Jnd/
21 Sep 2025,Regular,0,Houston Astros,Seattle Mariners,3,7,"[(120, -149), (114, -154), (125, -149), (131, -145), (125, -149), (125, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2025/houston-astros-seattle-mariners-OS8tOvvS/
21 Sep 2025,Regular,0,Arizona Diamondbacks,Philadelphia Phillies,9,2,"[(110, -137), (104, -137), (110, -130), (114, -125), (110, -130), (112, -127)]",https://www.oddsportal.com/baseball/usa/mlb-2025/arizona-diamondbacks-philadelphia-phillies-jcH2TZF7/
21 Sep 2025,Regular,0,Los Angeles Dodgers,San Francisco Giants,1,3,"[(-222, 175), (-222, 165), (-222, 179), (-213, 188), (-213, 175), (-208, 185)]",https://www.oddsportal.com/baseball/usa/mlb-2025/los-angeles-dodgers-san-francisco-giants-fVNgVeoe/
21 Sep 2025,Regular,0,Colorado Rockies,Los Angeles Angels,3,1,"[(-118, -110), (-118, -111), (-115, -105), (-106, -102), (-110, -110), (-106, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/colorado-rockies-los-angeles-angels-8EPoXHGr/
21 Sep 2025,Regular,0,Texas Rangers,Miami Marlins,2,4,"[(-133, 104), (-137, 100), (-125, 104), (-119, 108), (-125, 104), (-125, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2025/texas-rangers-miami-marlins-GGp7v0O8/
21 Sep 2025,Regular,0,St.Louis Cardinals,Milwaukee Brewers,5,1,"[(110, -137), (104, -137), (114, -135), (119, -130), (110, -130), (114, -130)]",https://www.oddsportal.com/baseball/usa/mlb-2025/st-louis-cardinals-milwaukee-brewers-OtlFxvgL/
21 Sep 2025,Regular,0,Chicago White Sox,San Diego Padres,2,3,"[(150, -189), (140, -189), (150, -179), (156, -172), (154, -189), (150, -172)]",https://www.oddsportal.com/baseball/usa/mlb-2025/chicago-white-sox-san-diego-padres-082KGdW1/
21 Sep 2025,Regular,0,Kansas City Royals,Toronto Blue Jays,5,8,"[(100, -125), (-105, -125), (104, -125), (110, -119), (104, -125), (106, -119)]",https://www.oddsportal.com/baseball/usa/mlb-2025/kansas-city-royals-toronto-blue-jays-hAsA5e97/
21 Sep 2025,Regular,0,Minnesota Twins,Cleveland Guardians,6,2,"[(120, -149), (110, -143), (120, -141), (122, -133), (118, -143), (120, -135)]",https://www.oddsportal.com/baseball/usa/mlb-2025/minnesota-twins-cleveland-guardians-Sf4CII1k/
21 Sep 2025,Regular,0,Cincinnati Reds,Chicago Cubs,1,0,"[(-125, 100), (-125, -105), (-125, 104), (-120, 110), (-110, -110), (-120, 106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/cincinnati-reds-chicago-cubs-tQhdQ93b/
21 Sep 2025,Regular,0,Detroit Tigers,Atlanta Braves,2,6,"[(-125, 100), (-125, -105), (-115, -105), (-119, 108), (-120, 100), (-118, -105)]",https://www.oddsportal.com/baseball/usa/mlb-2025/detroit-tigers-atlanta-braves-fmHPRMv3/
21 Sep 2025,Regular,0,New York Mets,Washington Nationals,2,3,"[(-303, 225), (-333, 225), (-278, 229), (-270, 238), (-286, 229), (-278, 240)]",https://www.oddsportal.com/baseball/usa/mlb-2025/new-york-mets-washington-nationals-xhn5OmYA/
21 Sep 2025,Regular,0,Baltimore Orioles,New York Yankees,1,7,"[(110, -137), (104, -143), (110, -130), (117, -128), (114, -135), (112, -127)]",https://www.oddsportal.com/baseball/usa/mlb-2025/baltimore-orioles-new-york-yankees-G25YP09F/
21 Sep 2025,Regular,0,Pittsburgh Pirates,Athletics,11,0,"[(-125, 100), (-125, -105), (-125, 104), (-116, 106), (-120, 100), (-116, 102)]",https://www.oddsportal.com/baseball/usa/mlb-2025/pittsburgh-pirates-athletics-8v9x6uIq/
20 Sep 2025,Regular,0,Los Angeles Dodgers,San Francisco Giants,7,5,"[(-250, 195), (-263, 185), (-244, 200), (-250, 221), (-238, 195), (-238, 204)]",https://www.oddsportal.com/baseball/usa/mlb-2025/los-angeles-dodgers-san-francisco-giants-SIxtOJMU/
20 Sep 2025,Regular,0,Arizona Diamondbacks,Philadelphia Phillies,4,3,"[(-118, -110), (-118, -111), (-115, -105), (-108, -101), (-115, -105), (-108, -105)]",https://www.oddsportal.com/baseball/usa/mlb-2025/arizona-diamondbacks-philadelphia-phillies-YaklSVYo/
20 Sep 2025,Regular,0,Colorado Rockies,Los Angeles Angels,0,3,"[(104, -133), (104, -137), (104, -125), (110, -119), (104, -125), (110, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/colorado-rockies-los-angeles-angels-MLZXPuhI/
20 Sep 2025,Regular,0,St.Louis Cardinals,Milwaukee Brewers,2,3,"[(120, -149), (110, -147), (120, -141), (125, -137), (120, -141), (124, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2025/st-louis-cardinals-milwaukee-brewers-QgtPR1N5/
20 Sep 2025,Regular,0,Chicago White Sox,San Diego Padres,3,7,"[(150, -189), (140, -189), (154, -185), (156, -172), (154, -189), (154, -175)]",https://www.oddsportal.com/baseball/usa/mlb-2025/chicago-white-sox-san-diego-padres-dEl8VqOt/
20 Sep 2025,Regular,0,Houston Astros,Seattle Mariners,4,6,"[(-110, -110), (-114, -114), (-115, -105), (-102, -106), (-110, -110), (-105, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/houston-astros-seattle-mariners-KYAjD28C/
20 Sep 2025,Regular,0,Kansas City Royals,Toronto Blue Jays,2,1,"[(110, -137), (104, -143), (110, -130), (117, -128), (114, -135), (112, -127)]",https://www.oddsportal.com/baseball/usa/mlb-2025/kansas-city-royals-toronto-blue-jays-ppv27Hve/
20 Sep 2025,Regular,0,Minnesota Twins,Cleveland Guardians,0,8,"[(-114, -114), (-105, -115), (-105, -115), (-101, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2025/minnesota-twins-cleveland-guardians-tlaaBtwP/
20 Sep 2025,Regular,0,Baltimore Orioles,New York Yankees,1,6,"[(165, -213), (150, -200), (165, -200), (169, -185), (165, -200), (165, -189)]",https://www.oddsportal.com/baseball/usa/mlb-2025/baltimore-orioles-new-york-yankees-C87rFOw0/
20 Sep 2025,Regular,0,Tampa Bay Rays,Boston Red Sox,3,6,"[(-118, -110), (-118, -114), (-110, -110), (-106, -102), (-110, -110), (-109, -103)]",https://www.oddsportal.com/baseball/usa/mlb-2025/tampa-bay-rays-boston-red-sox-KAS3M6oQ/
20 Sep 2025,Regular,0,Texas Rangers,Miami Marlins,3,4,"[(-149, 120), (-159, 114), (-149, 125), (-139, 127), (-149, 125), (-145, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2025/texas-rangers-miami-marlins-htrHTNhg/
20 Sep 2025,Regular,0,Cincinnati Reds,Chicago Cubs,6,3,"[(-118, -110), (-118, -111), (-115, -105), (-106, -102), (-115, -105), (-110, -103)]",https://www.oddsportal.com/baseball/usa/mlb-2025/cincinnati-reds-chicago-cubs-xjg02off/
20 Sep 2025,Regular,0,Pittsburgh Pirates,Athletics,2,0,"[(-110, -118), (-111, -118), (-105, -115), (100, -111), (-105, -115), (-105, -108)]",https://www.oddsportal.com/baseball/usa/mlb-2025/pittsburgh-pirates-athletics-6VpHb3gJ/
20 Sep 2025,Regular,0,New York Mets,Washington Nationals,3,5,"[(-303, 225), (-303, 215), (-303, 245), (-278, 247), (-278, 225), (-286, 245)]",https://www.oddsportal.com/baseball/usa/mlb-2025/new-york-mets-washington-nationals-b5s90PO6/
20 Sep 2025,Regular,0,Minnesota Twins,Cleveland Guardians,0,6,"[(-125, 100), (-128, -105), (-120, 100), (-115, 104), (-125, 104), (-120, 106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/minnesota-twins-cleveland-guardians-pQqYTkRG/
20 Sep 2025,Regular,0,Detroit Tigers,Atlanta Braves,5,6,"[(-125, 100), (-128, -105), (-120, 100), (-119, 108), (-125, 104), (-119, 106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/detroit-tigers-atlanta-braves-GtEZGp9m/
19 Sep 2025,Regular,0,Los Angeles Dodgers,San Francisco Giants,6,3,"[(-189, 150), (-189, 140), (-200, 165), (-189, 170), (-182, 150), (-185, 165)]",https://www.oddsportal.com/baseball/usa/mlb-2025/los-angeles-dodgers-san-francisco-giants-n5nT9T1K/
19 Sep 2025,Regular,0,Arizona Diamondbacks,Philadelphia Phillies,2,8,"[(-133, 104), (-133, 100), (-130, 110), (-127, 116), (-125, 104), (-123, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2025/arizona-diamondbacks-philadelphia-phillies-UPkh47Ps/
19 Sep 2025,Regular,0,St.Louis Cardinals,Milwaukee Brewers,7,1,"[(100, -125), (-105, -125), (104, -125), (108, -116), (104, -125), (104, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2025/st-louis-cardinals-milwaukee-brewers-bq6Ymnu1/
19 Sep 2025,Regular,0,Colorado Rockies,Los Angeles Angels,7,6,"[(100, -125), (100, -133), (104, -125), (106, -116), (104, -125), (108, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2025/colorado-rockies-los-angeles-angels-fBasnQ9D/
19 Sep 2025,Regular,0,Houston Astros,Seattle Mariners,0,4,"[(-110, -110), (-114, -114), (-110, -110), (-104, -104), (-110, -110), (-108, -105)]",https://www.oddsportal.com/baseball/usa/mlb-2025/houston-astros-seattle-mariners-OEkbnZ3d/
19 Sep 2025,Regular,0,Minnesota Twins,Cleveland Guardians,2,6,"[(-110, -110), (-118, -111), (-105, -115), (100, -111), (-115, -105), (-105, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/minnesota-twins-cleveland-guardians-vNXpAxd3/
19 Sep 2025,Regular,0,Texas Rangers,Miami Marlins,4,6,"[(-154, 125), (-159, 120), (-149, 125), (-139, 127), (-149, 125), (-143, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/texas-rangers-miami-marlins-jJ2Qk8Al/
19 Sep 2025,Regular,0,Chicago White Sox,San Diego Padres,4,3,"[(154, -200), (145, -200), (160, -189), (156, -172), (154, -189), (160, -182)]",https://www.oddsportal.com/baseball/usa/mlb-2025/chicago-white-sox-san-diego-padres-WUkh8GQF/
19 Sep 2025,Regular,0,Kansas City Royals,Toronto Blue Jays,20,1,"[(114, -141), (110, -147), (120, -141), (127, -141), (118, -139), (119, -135)]",https://www.oddsportal.com/baseball/usa/mlb-2025/kansas-city-royals-toronto-blue-jays-OUkg9wAr/
19 Sep 2025,Regular,0,Tampa Bay Rays,Boston Red Sox,7,11,"[(114, -141), (110, -143), (114, -135), (123, -133), (114, -135), (120, -135)]",https://www.oddsportal.com/baseball/usa/mlb-2025/tampa-bay-rays-boston-red-sox-p0CBewsA/
19 Sep 2025,Regular,0,New York Mets,Washington Nationals,12,6,"[(-250, 185), (-250, 179), (-233, 190), (-204, 186), (-222, 179), (-222, 195)]",https://www.oddsportal.com/baseball/usa/mlb-2025/new-york-mets-washington-nationals-dvWGZeKj/
19 Sep 2025,Regular,0,Baltimore Orioles,New York Yankees,4,2,"[(100, -125), (-105, -125), (100, -120), (100, -109), (-105, -115), (-106, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/baltimore-orioles-new-york-yankees-j1ijleZq/
19 Sep 2025,Regular,0,Cincinnati Reds,Chicago Cubs,7,4,"[(-110, -110), (-111, -118), (-105, -115), (-108, -101), (-110, -110), (-106, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/cincinnati-reds-chicago-cubs-xfkpuIdT/
19 Sep 2025,Regular,0,Detroit Tigers,Atlanta Braves,1,10,"[(-125, 100), (-120, -108), (-120, 100), (-105, -103), (-110, -110), (-116, 104)]",https://www.oddsportal.com/baseball/usa/mlb-2025/detroit-tigers-atlanta-braves-WGAJgHBM/
19 Sep 2025,Regular,0,Pittsburgh Pirates,Athletics,3,4,"[(-110, -110), (-111, -118), (-105, -115), (-106, -102), (-110, -110), (-106, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2025/pittsburgh-pirates-athletics-OpO2caCc/
18 Sep 2025,Regular,0,Los Angeles Dodgers,San Francisco Giants,2,1,"[(-175, 140), (-182, 135), (-169, 145), (-164, 150), (-175, 145), (-167, 146)]",https://www.oddsportal.com/baseball/usa/mlb-2025/los-angeles-dodgers-san-francisco-giants-4tixsvSG/
18 Sep 2025,Regular,0,Milwaukee Brewers,Los Angeles Angels,5,2,"[(-250, 195), (-286, 195), (-263, 210), (-244, 217), (-250, 200), (-244, 210)]",https://www.oddsportal.com/baseball/usa/mlb-2025/milwaukee-brewers-los-angeles-angels-2HfLpMSi/
18 Sep 2025,Regular,0,Baltimore Orioles,New York Yankees,0,7,"[(175, -222), (165, -222), (175, -208), (181, -200), (165, -200), (179, -204)]",https://www.oddsportal.com/baseball/usa/mlb-2025/baltimore-orioles-new-york-yankees-jwR2SvDN/
18 Sep 2025,Regular,0,Cincinnati Reds,Chicago Cubs,1,0,"[(-141, 114), (-154, 114), (-149, 125), (-143, 131), (-141, 120), (-141, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/cincinnati-reds-chicago-cubs-QLOyEubU/
18 Sep 2025,Regular,0,Colorado Rockies,Miami Marlins,7,9,"[(145, -189), (135, -182), (145, -169), (149, -164), (145, -175), (148, -167)]",https://www.oddsportal.com/baseball/usa/mlb-2025/colorado-rockies-miami-marlins-AsbTr0c4/
18 Sep 2025,Regular,0,Kansas City Royals,Seattle Mariners,0,2,"[(100, -125), (-105, -128), (100, -120), (102, -112), (104, -125), (100, -115)]",https://www.oddsportal.com/baseball/usa/mlb-2025/kansas-city-royals-seattle-mariners-MLHYMIzo/
18 Sep 2025,Regular,0,Boston Red Sox,Athletics,3,5,"[(-154, 125), (-159, 114), (-154, 129), (-139, 127), (-143, 120), (-143, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/boston-red-sox-athletics-CCcfWMDb/
18 Sep 2025,Regular,0,Detroit Tigers,Cleveland Guardians,1,3,"[(-250, 185), (-250, 179), (-244, 200), (-227, 204), (-227, 185), (-222, 195)]",https://www.oddsportal.com/baseball/usa/mlb-2025/detroit-tigers-cleveland-guardians-Gp4oYrqn/
18 Sep 2025,Regular,0,New York Mets,San Diego Padres,6,1,"[(-141, 114), (-147, 110), (-141, 120), (-141, 129), (-139, 114), (-141, 124)]",https://www.oddsportal.com/baseball/usa/mlb-2025/new-york-mets-san-diego-padres-pQe2U0rB/
18 Sep 2025,Regular,0,Tampa Bay Rays,Toronto Blue Jays,4,0,"[(104, -133), (100, -137), (110, -130), (106, -116), (104, -125), (106, -122)]",https://www.oddsportal.com/baseball/usa/mlb-2025/tampa-bay-rays-toronto-blue-jays-fFaNEanL/
17 Sep 2025,Regular,0,Los Angeles Dodgers,Philadelphia Phillies,5,0,"[(-149, 120), (-159, 120), (-149, 125), (-149, 125), (-147, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2025/los-angeles-dodgers-philadelphia-phillies-46zTF1TH/
17 Sep 2025,Regular,0,Colorado Rockies,Miami Marlins,4,8,"[(125, -154), (120, -167), (135, -159), (129, -154), (131, -149)]",https://www.oddsportal.com/baseball/usa/mlb-2025/colorado-rockies-miami-marlins-2svCJqUh/
17 Sep 2025,Regular,0,Houston Astros,Texas Rangers,5,2,"[(114, -141), (104, -143), (125, -149), (125, -149), (124, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2025/houston-astros-texas-rangers-8GnyIWhl/
17 Sep 2025,Regular,0,Kansas City Royals,Seattle Mariners,7,5,"[(-125, 100), (-133, 100), (-125, 104), (-125, 104), (-123, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2025/kansas-city-royals-seattle-mariners-t62dPE0E/
17 Sep 2025,Regular,0,Milwaukee Brewers,Los Angeles Angels,9,2,"[(-303, 215), (-286, 200), (-263, 210), (-250, 200), (-238, 204)]",https://www.oddsportal.com/baseball/usa/mlb-2025/milwaukee-brewers-los-angeles-angels-UTu4L5at/
17 Sep 2025,Regular,0,Minnesota Twins,New York Yankees,5,10,"[(129, -161), (125, -167), (135, -159), (129, -154), (137, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2025/minnesota-twins-new-york-yankees-GnZiElhD/
17 Sep 2025,Regular,0,New York Mets,San Diego Padres,4,7,"[(-137, 110), (-133, 100), (-130, 110), (-130, 110), (-125, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2025/new-york-mets-san-diego-padres-82723Xwe/
17 Sep 2025,Regular,0,Tampa Bay Rays,Toronto Blue Jays,2,1,"[(110, -137), (104, -137), (110, -130), (110, -130), (110, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/tampa-bay-rays-toronto-blue-jays-bm6EGLH8/
17 Sep 2025,Regular,0,Boston Red Sox,Athletics,5,4,"[(-175, 140), (-182, 129), (-169, 145), (-169, 140), (-159, 141)]",https://www.oddsportal.com/baseball/usa/mlb-2025/boston-red-sox-athletics-G4SNAFoL/
17 Sep 2025,Regular,0,Detroit Tigers,Cleveland Guardians,0,4,"[(-149, 120), (-154, 114), (-149, 125), (-149, 125), (-141, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2025/detroit-tigers-cleveland-guardians-8vPFCyH8/
17 Sep 2025,Regular,0,Washington Nationals,Atlanta Braves,4,9,"[(125, -154), (120, -167), (125, -149), (125, -149), (129, -147)]",https://www.oddsportal.com/baseball/usa/mlb-2025/washington-nationals-atlanta-braves-lCFA1B87/
17 Sep 2025,Regular,0,Arizona Diamondbacks,San Francisco Giants,1,5,"[(-110, -110), (-114, -114), (-115, -105), (-110, -110), (-109, -103)]",https://www.oddsportal.com/baseball/usa/mlb-2025/arizona-diamondbacks-san-francisco-giants-b9XKHNb5/
17 Sep 2025,Regular,0,Chicago White Sox,Baltimore Orioles,1,3,"[(104, -133), (100, -133), (104, -125), (110, -130), (104, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2025/chicago-white-sox-baltimore-orioles-UVzpGAN0/
17 Sep 2025,Regular,0,St.Louis Cardinals,Cincinnati Reds,2,6,"[(100, -125), (-105, -125), (100, -120), (100, -120), (104, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2025/st-louis-cardinals-cincinnati-reds-xYe5NhVQ/
