bin,n,favorite_roi,underdog_roi
0,102,-1.1955,-9.9631
1,55,2.7384,-11.9286
2,173,-8.9875,-6.2999
3,311,-8.1546,-3.7764
4,439,-13.1096,0.8778
5,474,-2.3116,-11.6835
6,321,0.2444,-17.3539
7,172,-6.8441,-7.4903
8,38,-9.3743,-4.8991
9,107,8.5407,-25.536
