bin,n,favorite_roi,underdog_roi
0,173,1.7241,-7.6512
1,115,-7.6468,3.0368
2,187,-4.2041,-8.5593
3,262,-17.9032,7.8774
4,477,5.0703,-10.6115
5,460,-3.0326,-5.4023
6,262,-4.9548,-3.0264
7,196,-1.7799,-6.1289
8,113,-1.7763,-7.169
9,163,-5.9454,-0.8226
