bin,n,favorite_roi,underdog_roi
0,2068,-2.4337,-6.6296
1,1098,-4.9102,-1.8273
2,2473,-3.3724,-5.9533
3,5725,-5.7101,-2.2437
4,9315,-3.3795,-4.7414
5,9340,-3.3846,-5.3991
6,5749,-4.4944,-4.7416
7,2479,-3.5036,-4.788
8,1143,-0.8647,-7.9501
9,2059,-3.2166,-6.2436
