bin,n,favorite_roi,underdog_roi
0,184,-4.3418,-6.4709
1,121,-5.3527,-5.3626
2,206,-5.4648,-3.551
3,291,-3.9462,-8.7754
4,397,5.7789,-12.6427
5,404,-0.8205,-13.8268
6,294,-11.5546,0.6666
7,207,-11.9685,6.5071
8,111,0.9708,-13.8067
9,187,-3.719,-7.2669
