bin,n,favorite_roi,underdog_roi
0,149,-1.7591,-4.5411
1,116,-11.9657,8.9489
2,219,-4.5561,-3.6068
3,273,-4.0687,0.1285
4,439,1.1543,-8.5739
5,460,-5.113,-3.7604
6,307,-3.164,-7.7476
7,198,-2.3016,-4.504
8,122,6.7569,-17.2908
9,123,-6.8315,5.9923
