bin,n,favorite_roi,underdog_roi
0,133,-0.1051,-3.5482
1,50,4.2581,-7.2281
2,160,-0.0632,-10.9356
3,409,-8.7154,1.6785
4,449,-9.1429,0.7875
5,439,-10.6712,4.0
6,416,-3.5401,-5.1992
7,166,-3.9072,0.6565
8,48,-2.0656,5.9224
9,139,-4.5953,-5.5188
