bin,n,favorite_roi,underdog_roi
0,84,3.5278,-18.9539
1,17,41.2963,-60.4086
2,98,-5.5093,5.0508
3,399,-0.7053,-3.1256
4,567,1.8764,-6.9034
5,629,-3.8257,-0.029
6,394,-0.9262,-7.0611
7,92,-0.9494,-11.8661
8,24,-14.252,7.6561
9,91,-4.0664,-2.989
