bin,n,favorite_roi,underdog_roi
0,116,-11.8763,3.7315
1,45,0.9536,-11.5147
2,109,0.058,-8.0795
3,374,-11.3978,1.9076
4,560,-4.7534,-4.0503
5,528,-2.9271,-8.7221
6,378,0.7652,-12.1477
7,111,-4.3141,-1.9935
8,53,-2.8315,-8.9336
9,121,5.9169,-16.2307
