bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,5,8.3974,-22.2
3,82,7.0377,-22.7073
4,337,-2.3313,-4.8729
5,497,-9.0346,2.5896
6,244,-6.6707,2.1967
7,45,-2.5515,-9.5111
8,0,,
9,0,,
