bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,56,-19.1288,19.8929
4,317,-7.6184,-1.8147
5,524,-4.3335,-6.1608
6,290,0.77,-13.5172
7,18,-12.1762,22.0556
8,0,,
9,0,,
