bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,27,-3.4778,-1.963
3,154,-9.3768,2.7922
4,294,-1.0952,-7.7243
5,356,-8.0333,1.0564
6,271,-4.6827,-5.1882
7,100,3.3149,-24.09
8,5,-4.7983,4.0
9,0,,
