bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,8,1.0155,-14.125
3,158,-5.957,1.6392
4,315,3.3795,-12.0248
5,347,-2.102,-5.0341
6,285,-7.7314,1.2737
7,83,-5.724,0.9036
8,0,,
9,0,,
