bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,66,7.3185,-22.6818
4,325,1.0042,-9.9061
5,497,-5.8537,-2.3797
6,287,-1.6513,-7.5226
7,38,-7.5158,8.0789
8,0,,
9,0,,
