bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,5,8.3974,-28.8
3,135,-14.7599,17.2519
4,341,-0.628,-6.8839
5,410,-6.5944,1.1337
6,271,-5.8146,0.203
7,43,-0.1368,-12.3721
8,0,,
9,0,,
