bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,153,-1.2809,-8.732
3,2733,-4.5211,-2.9616
4,11599,-4.1645,-4.607
5,17407,-3.6702,-4.9346
6,8714,-3.6994,-4.8395
7,1113,-2.3284,-7.5148
8,6,-0.83,-13.3333
9,0,,
