season,favorite_roi,underdog_roi
2008,-0.0834912749819778,-0.054792510569018245
2009,-0.0809792639267739,-0.016586602605563102
2010,-0.08003228500373541,-0.010439175716240204
2011,0.01218720764957026,-0.12928725710724437
2012,-0.05354427397366708,-0.05418829555522106
2013,-0.035183214002403713,-0.0537351254080038
2014,-0.04640327328210701,-0.034343768330940536
2015,-0.04415959628742012,-0.029254569995222426
2016,-0.00190456886651833,-0.08215878100172778
2017,-0.06741715407044052,-0.007428150443787016
2018,-0.039317682173946836,-0.03315072249182561
2019,0.017203286499738873,-0.11271204512141678
2020,-0.0345426665195945,-0.043674257977997503
2021,-0.020226077034343544,-0.06036298951518816
2022,-0.012390152974383768,-0.056599443213673994
2023,-0.0023592045342412465,-0.06958509471406323
2024,-0.023947078543472746,-0.046287798977293224
2025,-0.13337230932348068,0.05694728657195403
