bin,n,favorite_roi,underdog_roi
0,55,-11.3487,14.7789
1,43,-0.9344,-22.2573
2,68,-6.3493,15.6224
3,134,-3.5938,7.2919
4,325,-11.1654,-0.2253
5,320,0.3652,-5.2887
6,115,-1.261,1.914
7,56,-15.5704,39.2926
8,49,-1.2654,-27.933
9,49,0.4092,-23.1429
