bin,n,favorite_roi,underdog_roi
0,45,17.6163,-34.5124
1,15,-24.0008,-11.4631
2,58,-4.6854,-13.3591
3,133,-4.8872,0.2627
4,225,-7.6321,-2.549
5,264,-12.5605,7.2587
6,113,-4.1632,-11.1492
7,62,-1.89,-0.6236
8,18,-21.3349,120.5
9,39,5.1047,-74.4872
