bin,n,favorite_roi,underdog_roi
0,57,-2.39,4.1045
1,41,-22.4384,26.4951
2,110,1.3489,-11.2805
3,183,6.9401,-12.0296
4,220,-2.1499,-9.6598
5,219,-1.6342,-11.5735
6,163,1.6218,-22.4062
7,108,-3.769,-13.6022
8,53,3.9471,-19.6394
9,55,1.7132,-55.5636
