bin,n,favorite_roi,underdog_roi
0,55,-2.0888,-10.1432
1,38,-23.1007,34.6384
2,79,8.5675,-37.2812
3,174,-8.4955,5.2235
4,262,2.5169,-2.9776
5,258,0.8689,-13.61
6,173,-1.6043,-12.7576
7,77,-11.6119,17.9328
8,37,7.1082,-70.4865
9,60,0.8463,-29.0555
