bin,n,favorite_roi,underdog_roi
0,56,9.9018,-42.3946
1,28,1.3479,-32.5364
2,85,-9.3634,13.7146
3,187,0.7364,-14.7518
4,267,0.388,-6.3161
5,262,-7.6352,2.2292
6,163,-3.7297,-12.8528
7,86,1.7127,-38.1606
8,20,-10.9524,-7.9039
9,55,0.9325,6.2
