bin,n,favorite_roi,underdog_roi
0,180,-3.9242,5.3926
1,116,-3.3253,13.2353
2,257,-1.3927,-10.251
3,590,-4.7066,-6.8454
4,979,-3.1565,-9.0664
5,878,-3.3283,-5.3214
6,576,-4.9153,-7.7501
7,226,-2.4701,-13.3124
8,104,-1.8899,-17.4995
9,177,-1.0969,-12.6826
