bin,n,favorite_roi,underdog_roi
0,8,-26.2468,37.75
1,8,-9.8715,7.0
2,20,-17.9417,21.5189
3,27,-6.6629,-9.6103
4,71,-3.2144,-7.4541
5,45,13.8166,-19.4947
6,40,-10.5488,12.225
7,20,-5.754,-4.3488
8,3,-21.342,3.3333
9,9,-2.247,-38.8946
