bin,n,favorite_roi,underdog_roi
0,11,23.0892,-66.3636
1,8,-14.1128,43.625
2,13,-12.8325,8.6873
3,24,-2.2532,-13.8254
4,59,4.5741,-12.2574
5,48,3.7954,-9.64
6,33,-4.5155,-26.0002
7,13,8.1675,-64.0769
8,7,-16.9953,25.7143
9,10,40.8987,-45.0
