bin,n,favorite_roi,underdog_roi
0,9,-22.8922,140.3333
1,9,-12.5436,73.9984
2,14,-21.0077,37.0714
3,34,10.169,-20.4539
4,67,-22.5136,-2.0156
5,44,-36.8229,52.1673
6,45,-22.9085,11.0285
7,14,-21.9264,-5.5182
8,9,15.6702,-100.0
9,8,-20.7734,25.875
