bin,n,favorite_roi,underdog_roi
0,7,11.5719,-65.1429
1,0,,
2,9,46.2492,-100.0
3,35,-1.3287,0.5706
4,76,-15.0469,7.1553
5,63,8.249,-26.7102
6,31,-6.3176,-6.1613
7,7,8.5751,-50.5714
8,3,33.3276,-100.0
9,8,-26.6259,74.125
