bin,n,favorite_roi,underdog_roi
0,10,35.8881,-62.407
1,4,-24.5111,79.25
2,13,-33.6309,-1.865
3,48,1.407,-1.553
4,53,-4.6267,-14.7927
5,55,-12.9972,5.8933
6,33,-16.0772,22.6946
7,8,-38.8776,88.125
8,1,22.9885,-100.0
9,13,23.0848,-75.0
