bin,n,favorite_roi,underdog_roi
0,8,12.27,-14.875
1,0,,
2,23,5.9485,-32.1754
3,35,12.4111,-31.0547
4,59,9.9773,-24.1027
5,61,0.0051,-18.3334
6,35,-6.2636,-8.9048
7,18,8.8871,-25.1667
8,3,38.3707,-100.0
9,8,-19.5006,12.5
