bin,n,favorite_roi,underdog_roi
0,9,-7.5527,-31.554
1,1,64.9351,-100.0
2,11,3.3542,-14.2539
3,31,5.9775,-13.5802
4,75,-2.2115,-22.5735
5,63,-1.497,-11.623
6,30,-17.5313,21.8338
7,9,-9.3346,-32.8889
8,2,-35.9944,44.0
9,8,10.1209,32.875
