bin,n,favorite_roi,underdog_roi
0,17,-38.9996,57.4107
1,7,37.1823,-49.4286
2,15,17.8141,-49.136
3,28,24.305,-35.5882
4,63,-21.1597,4.3861
5,45,-7.0717,11.0012
6,23,3.6988,-26.7391
7,18,-15.9423,-5.8642
8,9,1.7808,-32.2222
9,14,2.6452,-41.7857
