bin,n,favorite_roi,underdog_roi
0,2,5.9988,-100.0
1,45,9.8901,-84.9333
2,55,-11.3458,23.1636
3,83,-9.0418,5.3976
4,75,-1.1893,-6.5407
5,72,0.0676,-11.832
6,92,-8.943,5.9783
7,76,1.2192,-18.3158
8,90,-7.1775,1.5667
9,19,-0.7898,-44.6316
