bin,n,favorite_roi,underdog_roi
0,172,-3.5523,3.8972
1,152,-1.1025,2.9656
2,310,-5.6783,-9.173
3,505,-1.3605,-8.5761
4,823,-2.5897,-7.6357
5,796,-8.0537,-0.3681
6,497,-1.8659,-11.8
7,274,-2.4433,-15.7297
8,118,3.9195,-36.7447
9,188,-0.8683,-4.4919
