bin,n,favorite_roi,underdog_roi
0,11,14.3557,-60.9091
1,9,-18.6599,87.0
2,11,28.7552,-76.9091
3,34,-5.2792,-11.2947
4,52,-13.8132,9.596
5,44,-8.8178,-15.1568
6,28,10.5507,-37.4286
7,18,-21.7746,58.5556
8,8,25.5035,1.625
9,8,2.1223,-70.25
