bin,n,favorite_roi,underdog_roi
0,12,22.7813,-69.6696
1,14,-31.1428,81.5
2,18,-5.9331,-23.9561
3,20,16.5686,-30.0871
4,56,9.0375,-15.433
5,41,-9.6598,-0.4317
6,26,18.9093,-41.8462
7,19,-1.8482,-26.5263
8,7,-9.5511,-1.1429
9,11,14.9993,-67.8182
