bin,n,favorite_roi,underdog_roi
0,12,29.9458,-16.2548
1,8,21.2303,-77.5
2,24,-34.9517,22.4761
3,34,-16.9853,25.5188
4,42,-10.6701,3.4315
5,35,-33.4773,24.6851
6,40,4.5448,-39.39
7,20,0.9974,-30.9516
8,8,8.881,-66.5
9,11,0.7332,-4.9921
