bin,n,favorite_roi,underdog_roi
0,17,-32.9971,46.6295
1,9,41.6732,-100.0
2,11,-88.9992,88.7677
3,30,-11.558,13.8582
4,55,2.1105,-15.8222
5,49,4.7016,-5.4092
6,24,11.5868,-36.1615
7,21,-15.63,24.8514
8,10,-4.992,-8.9
9,11,-9.5329,1.1818
