bin,n,favorite_roi,underdog_roi
0,9,-4.326,56.1111
1,4,-39.0055,102.25
2,16,24.7555,-17.4431
3,38,23.145,-40.4058
4,44,-0.4534,-0.0368
5,48,-14.4975,-0.2474
6,34,2.4807,-18.3214
7,13,13.8321,-63.6923
8,8,-0.8773,-49.875
9,11,1.2018,-59.1818
