bin,n,favorite_roi,underdog_roi
0,8,4.8664,-32.8607
1,9,2.0148,-30.6667
2,14,13.3657,-18.5714
3,21,-6.9886,8.218
4,52,3.1352,-5.6886
5,50,-14.7993,9.8347
6,30,3.7395,-32.6333
7,11,0.7235,-26.1818
8,4,13.749,-100.0
9,9,44.4491,-38.8889
