bin,n,favorite_roi,underdog_roi
0,26,-12.7028,15.3083
1,15,-1.9308,-15.6785
2,22,0.9596,-11.7411
3,33,-4.0324,-6.249
4,37,8.3842,-22.5703
5,24,-19.6704,29.0
6,25,2.083,-29.5823
7,20,14.9241,-43.3
8,23,4.649,-24.4783
9,14,-10.2052,-18.2143
